product_id,product_name,about_product,actual_price,Client A Catgories,Client B department,Client b Price Tier
B09YV4RG4D,"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black","Fire-Boltt is India' No 1 Wearable Watch Brand Q122 by IDC Worldwide quarterly wearable device tracker Q122.【1.69” HD Large Touch Screen】- Fire-Boltt Ninja 3 comes with a 1.69” HD Full Touch Display for smooth swipes and clear vision;【SPO2/ Oxygen, Heart Rate】 - Fire-Boltt Ninja 3 Smartwatch comes with real time 24*7 SPO2 / Blood Oxygen tracking, Dynamic Heart Rate Monitoring (If a patient is suffering from Covid 19 please use a medical device prescribed by the Doctor)|【60 workout modes】- This smartwatch consists of 60 sports mode to track. Keep a track of all your activities and compare history to analyse your performance. Count steps, distance, and calories burned.;【IP68 Water Resistant】- This smartwatch can withstand dust, spills, raindrops and is sweatproof too|【POWERFUL BATTERY】 - About 7 days battery life and a Standby Time of 25 Days 【Multiple Watch Faces】- Unlimited Customized Built in Watch Faces and also multiple watch faces through the app;【Stay Social Stay Updated】 – Inbuilt Social Media Notifications.|【All In One Smart Coach】 - Track your Daily Steps, Sleep, Fitness, Sports, Heart Rate and SPO2 【Enjoy Music And Camera Control】 【IP68 Water Resistant】- This smartwatch can withstand dust, spills, raindrops and is sweatproof too;Clasp type: Tang Buckle; water_resistance_level: water_resistant. System requirements: Compatible with android 4.4 or above, iOS 8.0 or above, Bluetooth version 5.1 or above.|Case Material Type: Plastic; Connectivity Technology: Bluetooth; Compatible Devices: Smartphonetablet; Band Material Type: Silicone; Color Name: Black; Human Interface Input: Touch Screenbuttons; Item Type Name: Smart Watch; Included Components: 1 Smartwatch, 1 Manual, 1 Magnetic Charger, 1 Warranty Card; Band Color: Black","7,999",Electronics > Wearables > Smartwatches,Apparel & Accessories,Mid-Range
B08CHZ3ZQ7,"Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)","Compatibility: Redgear A15 is compatible with PCs, laptops, notebooks and other devices with a similar input.|Multi Programmable Buttons: The Redgear A15 is designed with multi programmable buttons and also has durable and semi honeycomb design for a better grip.|Upto 6400 DPI: With Redgear A15 you can experience a DPI change of upto 6400|RGB Lighting: A15 comes equipped with customizable RGB mode|Other Features: It comes with a gaming grade sensor for quick movements and reflexes. It also has extra durable switches and enhanced build quality to increase the durability of the mouse.",799,Computing > Accessories > Mouse,Electronics,Value
B08QHLXWV3,Kenstar 2400 Watts 9 Fins Oil Filled Radiator with PTC Fan Heater (BLACK GOLD),Quick heating with PTC fan and Over heat protection|3 Heat setting 1000/1500/2500 Watt with additional 400 Watt (Heater+Fan)|High grade oil for long lasting and better heating efficiency|Large surface wave fin for Faster Heating; Castor Wheels for easy mobility and Rear Safety cover|Material Type: Plastic; Size Name: 48x25x63(Lwh),"11,990",Home > Appliances > Heaters,Home & Kitchen,Premium
B06XR9PR5X,"Amazon Basics HDMI Coupler,Black","Note: Product only works as an extender adapter with HDMI compatible devices, works only to support extension function for long distance transmission without the hassle of using a single length long cable, Both input & output devices need to support ARC for using this function.|Ideal for extended reach when connecting Blu-ray players, Fire TV, Apple TV, PS4, PS3, XBox one, Xbox 360, computers, and other HDMI-enabled devices to TVs, displays, A/V receivers, and more|HDMI female-to-female coupler easily connects two HDMI A Male to A Male cables together. Supports Ethernet, 3D, 4K video, and Audio Return Channel (ARC)|Compatible with latest HDMI standard (4K video at 60 Hz, 2160p, 48-bit/px color depth); supports bandwidth up to 18Gbps; backwards compatible with earlier versions|Measures 0.09 x 0.07 feet (0.029 by 0.022 meters)|1 year limited warranty",600,Electronics > Accessories > Cables,Electronics,Value
B0073QGKAS,Bajaj ATX 4 750-Watt Pop-up Toaster (White),"2 slice pop-up toaster|Variable browning settings|Adjustable browning settings. Frequency : 50Hz|With mid cycle cancel feature. Extra wide slot : Yes. Body housing : Metal. Defrost : No|The appliance comes with a removable crumb tray to keep it clean along with a cord storage space to keep the cord in place|Warranty: 2 years on product|Power: 750 watts; Operating voltage: 230 volts|Includes: Toaster, User manual, Guarantee card and List of","1,499",Home > KItchen > Toaster,Home & Kitchen,Value
B00LY12TH6,Camel Oil Pastel with Reusable Plastic Box - 50 Shades,"50 assorted shades + 1 scraping tool|Confirms to safety standard EN 71 - 3|Camel Art Contest entry coupon inside the pack|Best result can be seen on Drawing Paper. These colours can adhere easily to surfaces like textured paper, sketching paper or even smooth tinted paper|Reusable Plastic Box",230,Home > Kitchen > Box,Home & Kitchen,Value
B08CF4SCNP,"Quantum QHM-7406 Full-Sized Keyboard with (₹) Rupee Symbol, Hotkeys and 3-pieces LED function for Desktop/Laptop/Smart TV Spill-Resistant Wired USB Keyboard with 10 million keystrokes lifespan (Black)","PLUG & PLAY CONNECT: Easy to connect with your laptop or PC. The keyboard has a long wire with a USB cable that connects instantly without any lags. Absolutely stable transmission.|BOLD AND SLEEK DESIGN: The matte-black keyboard has an ergonomic design with an extremely durable body. It’s also lightweight and easy to carry around. It’s designed in a way to keep your hand in a restful typing position.|NOISELESS KEYS: The keyboard has soft-touch keys which go all the way down when pressed. Moreover, it doesn’t create any sound while typing, enabling you to work without creating any disturbance.|HOTKEYS FOR SPECIAL FUNCTIONS: The hotkeys help you to perform special operations like multimedia actions, shortcuts, manoeuvering, etc.|COMPATIBILITY: The laptop is compatible with almost every existing software which includes Windows 10/8/7/Vista/XP/98/2000, Mac, Linux to name a few. Works with major brands.|WARRANTY: 1-year warranty from the date of purchase as provided by the manufacturer.",599,Computing > Accessories > Keyboard,Electronics,Value
B07DKZCZ89,"Gizga Essentials Earphone Carrying Case, Multi-Purpose Pocket Storage Travel Organizer for Earphones, Headset, Pen Drives, SD Cards, Shock-Proof Ballistic Nylon, Soft Fabric, Mesh Pocket, Green","SUPERIOR QUALITY: Gizga Essentials Earphone Carrying Case (Headphone Case) is spherical in shape with tapered top. Ergonomically the inside to keep a lot more contents one would think is possible. Excellent for Earphones, Pen Drive, Coins, SD Cards, Connectors etc.|SECURE & DURABLE: When you carry your earphones in your purses and your pockets; when you leave them on your tables they have a tendency of getting entangled, dirty or lost. It guards, carries, stores and protects your earphones from dirt and grime, and keeps them untangled.|BUILD STRONG: Build Strong with Semi-rigid shell covered with 1680d ballistic nylon which makes the case tough and shock resistant and does not transfer impact to the contents inside.|MESH COMPARTMENT: A handy mesh compartment on the inside of the lid to store small accessories and connectors and hold them on to place.",499,Mobile > Phones > Premium Tier,Electronics,Value
B08T8KWNQ9,TE™ Instant Electric Heating Hot and Cold Water Geyser Tap Water with Digital Display (White),"Easy to Install, does not need space like other Geysers.|3-5 Seconds Instant Hot Water.|Heating tube: high-purity copper liner heating element Rated voltage: 220V/50HZ Rated Power: 3000W|The display will real-time display the current temperature.|A must kitchen accessory for housewives: your hands won't feel cold when washing dishes","4,999",Home > Appliances > Geaser,Home & Kitchen,Mid-Range
B0B2X35B1K,"Noise ColorFit Ultra 2 Buzz 1.78"" AMOLED Bluetooth Calling Watch with 368*448px Always On Display, Premium Metallic Finish, 100+ Watch Faces, 100+ Sports Modes, Health Suite (Jet Black)","BT calling: Experience advanced calling experience right on your wrist. Manage calls, dial from recent call logs or access favourite contacts.Strap Size & Material : 22mm & Silicone|Single-chip BT calling: The single-chip BT calling with BT v5.3 ensures faster pairing & connectivity along with low power consumption|1.78’’ AMOLED Display: See everything that’s going on in your day on the big, bright Always On Display with 368*448 pixel resolution and 500 nits brightness|Noise Health Suite: Stay in the loop with what’s going with your body via Noise Health Suite|100+ watch faces: Be the trendsetter and wear a new face every day|100 sports modes with auto sports detection: Step outside your comfort zone and get more active|7-day battery: Say goodbye to the battery woes as the smartwatch stays with you through the week","6,999",Mobile > Phones > Premium Tier,"
Electronics",Mid-Range
B00LM4W1N2,Parker Classic Gold Gold Trim Ball Pen,"Parker Classic Gold GT has a tungsten carbide ball tip to ensure smooth, speedy writing, allowing just the right amount of ink flow.|It comes with a Streamlined style with clean lines for a fresh take on the Parker Classic design|Parker Classic Gold GT features a push mechanism closer and closes with a satisfying click.|The Pen that Matches your style and gives you a smooth writing experience, you can write wherever and however you want and comes with 2 Years warranty against manufacturing defects|Ink Colour : Blue",600,Stationery > Accessories > Pen,,Value
B00OFM6PEO,"Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue","Length: 150cm-1.5M. Higher transfer rates up to 5 Gbps|Full-duplex data transmission support for new transfer types in the future|Increased device current draw to better provide power for High power demand devices|Features shielding that provides protection against noise from electromagnetic and radio-frequency signals, keeping your signal clear with less loss of bandwidth for higher performance|USB 3.0 uses less power, but has increased power output - up to 4.8 Gbit/s. Compared with the USB 2.0 transmission speed, USB 3.0 is 10 times faster|PS: This cable does not work with camera. Please contact us before purchasing.",799,,Electronics,Value
B07XCM6T4N,STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Tablet Tray Desk Table Book with Free Phone Stand (Black),"FOLDABLE, PORTABLE, LIGHTWEIGHT: The Carnation Laptop Stand has a thin, hard plastic frame. It can be easily folded and carried around. Durable enough to withstand the weight of up to 55 lbs (25kg).|OPTIMIZED FOR AIR VENTILATION: To prevent your computer from overheating, the laptop stand has large cut-out vents and adjustable height options that allow air to circulate from all sides. Well vented.|ADJUSTABLE HEIGHT 7 OPTIONS: Raise your laptop or tablet to any of seven adjustable heights from 2.7” to 6.7” so you can get a clearer, glare-free view while getting neck pain relief and preventing eye strain.|PHONE STAND, and PURE ERGONOMICS: Easily share the screen with those next to you. No constant reaching for your phone anymore. This means fewer distractions, better concentration. The new meaning of Ergonomic.","1,499",Mobile > Phones > Value Tier,Electronics,Value
B07JW9H4J1,"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)","High Compatibility : Compatible With iPhone 12, 11, X/XsMax/Xr ,iPhone 8/8 Plus,iPhone 7/7 Plus,iPhone 6s/6s Plus,iPhone 6/6 Plus,iPhone 5/5s/5c/se,iPad Pro,iPad Air 1/2,iPad mini 1/2/3,iPod nano7,iPod touch and more apple devices.|Fast Charge&Data Sync : It can charge and sync simultaneously at a rapid speed, Compatible with any charging adaptor, multi-port charging station or power bank.|Durability : Durable nylon braided design with premium aluminum housing and toughened nylon fiber wound tightly around the cord lending it superior durability and adding a bit to its flexibility.|High Security Level : It is designed to fully protect your device from damaging excessive current.Copper core thick+Multilayer shielding, Anti-interference, Protective circuit equipment.|WARRANTY: 12 months warranty and friendly customer services, ensures the long-time enjoyment of your purchase. If you meet any question or problem, please don't hesitate to contact us.","1,099",Mobile > Phones > Premium Tier,Electronics,Value
B08ZHYNTM1,Havells Festiva 1200mm Dust Resistant Ceiling Fan (Gold Mist),Design and finish exotic rich looks with modern styling|Aerodynamically Blade Shape|Speed: 400 RPM; Air Delivery: 230 CMM|Wider tip blade; 2 years comprehensive warranty|Material Type: Aluminium; Mounting Type: Downrod Mount,"4,005",Home > Appliances > Fan,Electronics,Mid-Range
B08BQ947H3,"LIRAMARK Webcam Cover Slide, Ultra Thin Laptop Camera Cover Slide Blocker for Computer MacBook Pro iMac PC Tablet (Pack of 3)","Cool Gadget: Protection against possible video surveillance from hackers. This webcam cover slide easily slides over your camera ensuring that it won’t be used as a surveillance tool against you.|Ultra-thin: Super thin design, perfect curve edges, and extra mini size, which means it can be perfectly combine with your devices. Webcam Cover is only 0.027 inches thick and does not feel its existence when the laptop lid is closed|Universal Design: Webcam Cover is compatible with most Laptop Computer, Smartphones, iPad,iphone, MacBook, MacBook Pro, Tablets PC, PS4 and all-in-one desktops. Many pieces package, meet your all cameras need|Super Sturdy Adhesive: Solid durable, because the strong Nano gel provides durable and reliable connection between your devices and webcam cover. Also, the adhesive can be easily applied and removed from the device without any traces|Easy to Install: Use a dry cloth to clean the surface of your device's webcam, then remove the 3-M adhesive tape from the back of the camera cover Slide, align the lens and attach the protective cover to the lens, and firmly press for 15 seconds to achieve a strong, but non-permanent seal.",149,Mobile > Phones > Premium Tier,Electronics,Value
B07KRCW6LZ,"TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.15","High Speed WiFi —— Up to 600Mbps speeds with 200Mbps on 2.4GHz and 433 Mbps on 5GHz, upgrades your devices to higher AC WiFi speeds|Dual Band Wireless —— 2.4GHz and 5GHz band for flexible connectivity, upgrades your devices to work with the latest dual-band WiFi router for faster speed and extended range|Nano design —— Small, unobtrusive design allows you to plug it in and forget it is even there|Operating System —— Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier|Advanced Security —— Supports 64/128-bit WEP, WPA/WPA2, and WPA-PSK/WPA2-PSK encryption standards|Worry-free customer support —— For other installation related query, compatibility issue or any other queries call on toll free no","1,599",Laptop > Accessories > Adapter,Electronics,Value
B09W9V2PXG,Themisto TH-WS20 Digital Kitchen Weighing Scale Stainless Steel (5Kg),"High Precision Core Technology：Kitchen Scale Equipped with sensitive sensors, it can provide you precision graduation 0.1oz/1g, capacity 11lb/5kg. This digital scale with 2 models of gram and lb:oz to switch between imperial and metric measuring units.|Stainless Steel Food Scale Set：Digital Kitchen Scale is made with food-grade 202 stainless steel. Sturdy and not easy to damage.|Liquid Weighing Capacity：Themsito kitchen scale is a multifunctional scale with unique features. Besides weighing solid unit lb: oz and g, you can easily measure your recipe ingredients in fluid ounces (fl'oz), and milliliters by water volume or milk volume.|Easy Tare Function：The taring and auto-zero function of Kitchen Scale allow you to subtract the weight of the bowl, dish, or container from the weight of the food. To ensure food safety, you can use multiple-sized bowls to weigh various types of food separately.|Clear LCD Display：This Kitchen scale comes with 2.5"" Large LCD with white backlight can display the reading more clearly, even cooking in a dim place. 2 x AAA batteries included.","1,999",Home > Accessories > Weighing,Home & Kitchen,Value
B09ZPM4C2C,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),"Resolution: HD Ready (1366 x 768) | Refresh Rate: 60 hertz|Connectivity: 2 HDMI Ports to connect set top box | 1 USB ports to connect hard drives or other USB devices | IR Port to control connected devices like DVD / STB Players|Sound: 16 Watts Output | Powerful Speakers with Dolby Audio|Smart TV Features : Android R 11 ,Packed with amazing smart features such as Google Voice Search, Google App Store and Built-in Chromecast. Google Play Store, YouTube, Google cast, Netflix.|Display : LED Smart TV | Ultra bright screen for flawless picture quality even in bright rooms|Warranty Information: 2 year comprehensive warranty provided by the manufacturer from date of purchase|Installation: For Installation, Wall Mounting, Demo Of This Product Once Delivered, Directly Contact Brand Support (Visit Brand website for Toll free numebrs) and Provide Product's Model Name And Seller's Details Mentioned On Your Invoice. The Service Center Will Allot You A Convenient Slot For The Service","30,990",Mobile > Phones > Mid-Tier,Electronics,Premium
B08H6B3G96,"Philips EasySpeed Plus Steam Iron GC2147/30-2400W, Quick Heat up with up to 30 g/min steam, 150g steam Boost, Scratch Resistant Ceramic Soleplate, Vertical steam, Drip-Stop","Triple Precision Tip and 360 degree swivel cord make ironing strokes comfortable, effortless and quick|Even distribution of steam for quick ironing in less number of strokes, powerful steam kills bacteria and removes odour|Includes: Steam Iron, User Manual, Warranty; Power: 2400 watts|Drip-Stop feature to prevent leakage even at low temperatures|Material Type: Plastic; Size Name: Medium; Color Name: Purple","3,995",Home > Appliances > Irons,Electronics,Mid-Range
B0B9BXKBC7,"WeCool S5 Long Selfie Stick, with Large Reinforced Tripod Stand up to 61 Inch / 156 Cms, Ultra Long Multi Function Bluetooth Selfie Stick with 1/4 Screw Compatible with Gopro, Camera, and Ring Light","64"" Tall Cell Phone Tripods with 7 section adjustable telescopic poles, the phone selfie stick tripod stand is tall enough, can be adjusted from 12in to 64in. Therefore, this selfie stick for iPhone can capture a wider landscape with different Height|3 in 1 Design with Stable Base : Can be used as extendable Tripod for phone and camera as Phone Floor Stand. This Selfie Stick for iPhone can be quickly switched between the table tripod and selfie stick mode. Is compatible with gopro and Camera|360° Rotatable Selfie Stick Bluetooth : The mount of the tripod stand can freely rotate 360°, which can be quickly ratoted the screen horizontally and vertically , and the mount arm can be 190°flipped to shoot pictures at various angles.|Compact Size and Travel Friendly : After Being folded , the long selfie stick is just 12 Inches. So it can be easily packed in your bag, or Backpack without taking up more space. Perfecet choice for Travelling, Hiking and Camping. Very Sturdy Design|Large ABS reinforced non-slip Stable tripod-The tripod is very stable when it is mounted with phone or camera standing on desktop or ground,because it has non-slip silicone pads at the bottom of each foot and the lets have additional support|1/4 Screw Widely Compatible-The selfie stick comes with both a phone mount and a 1/4 screw,can be used at the same time.The 1/4 screw can be connected with Gopro digital camera and ring light.|The phone mount is compatible with most smartphones , support 360 degree rotation vertical and horizontal shooting , better for live stream , photo and video shooting , makeup , youtube watching","3,999",Mobile > Phones > Premium Tier,Electronics,Mid-Range
B0856HY85J,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation, Without Mic (Black)","Tap into instant wireless connectivity with the latest Bluetooth V5.0|Its 50mm dynamic drivers help pump out immersive audio all day long, Charging Time 2.5 hours|The mighty 500mAh battery capacity offers a superior playback time of up to 20 Hours, Charging Time : 2.5 hours, Standby Time : 180 hours, Frequency Response 20Hz-20KHz|It has been ergonomically designed and structured as an over-ear headphone to provide the best user experience|It comes with physical Noise Isolation feature for pure audio bliss|One can connect to boAt Rockerz 550 via not one but two modes, Bluetooth as well as AUX","4,999",Mobile > Phones > Value Tier,Electronics,Mid-Range
B07Y1RCCW5,"ZIGMA WinoteK WinoteK Sun Instant Water Geyser, Water Heater, Portable Water Heater, Geysers Made of First Class ABS Plastic, automatic Reset Model, AE10-3 W (Yellow)",NOTE- In this order you will receive10 geysers. If Not received please return or replace immediately,"2,550",Home > Appliances > Heaters,Home & Kitchen,Mid-Range
B08HDJ86NZ,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)","The boAt Deuce USB 300 2 in 1 cable is compatible with smartphones, tablets, PC peripherals, Bluetooth speakers, power banks and all other devices with Type-C as well as Micro USB port|It ensures 3A fast charging and data transmissions with rapid sync at 480 mbps|The premium Nylon braided skin makes it sturdy and invincible against external damage|Its Aluminium alloy shell housing makes it last longer with 10000+ Bends Lifespan with extended frame protection for strain relief|The resilient and flexible design offers a tangle free experience seamlessly|Deuce USB 300 cable offers a perfect 1.5 meters in length for smooth & hassle-free user experience|2 years warranty from the date of purchase",699,Mobile > Accessories > Cable,Electronics,Value
